차량ID,연비,연료타입,차급,외형,엔진,가격,이미지,출력,URL
 2018 기아 뉴 K7 하이브리드(YG),16.2km/ℓ,가솔린/하이브리드,준대형,세단,FF,3900,http://file.carisyou.com/upload/2017/12/04/FILE_201712040339450030.png,159마력,https://www.carisyou.com/car/5620/Spec
 2018 기아 뉴 K7(YG),7.1 ~ 14.8km/ℓ,"가솔린,디젤,엘피지",준대형,세단,FF,3917,http://file.carisyou.com/upload/2017/12/04/FILE_201712041012375950.png,190마력,https://www.carisyou.com/car/5619/Spec
 2019 벤츠 CLS(3세대),9.5 ~ 13.0km/ℓ,"가솔린,디젤",준대형,세단,FR,13310,http://file.carisyou.com/upload/2017/12/08/FILE_201712080443223080.png,245마력,https://www.carisyou.com/car/5618/Spec
 2018 르노코리아 SM3 네오 Z.E.,4.5km/kwh,전기,준중형,세단,2WD,4150,http://file.carisyou.com/upload/2018/09/19/FILE_201809191025387920.png,-마력,https://www.carisyou.com/car/5617/Spec
 2018 쉐보레 뉴 크루즈(J400),13.5 ~ 16.0km/ℓ,"가솔린,디젤",준중형,세단,FF,2512,http://file.carisyou.com/upload/2018/09/19/FILE_201809191112562330.png,153마력,https://www.carisyou.com/car/5607/Spec
 2018 현대 그랜저(IG),7.4 ~ 14.8km/ℓ,"가솔린,디젤,엘피지",준대형,세단,FF,4251,http://file.carisyou.com/upload/2018/09/19/FILE_201809191058065770.png,190마력,https://www.carisyou.com/car/5606/Spec
 2018 현대 그랜저 하이브리드(IG),16.2km/ℓ,가솔린/하이브리드,준대형,세단,FF,3919,http://file.carisyou.com/upload/2018/09/19/FILE_201809191051180570.png,159마력,https://www.carisyou.com/car/5605/Spec
 2017 아우디 R8(2세대),6.5km/ℓ,가솔린,준중형,"컨버터블,쿠페외형전체>",4WD,24557,http://file.carisyou.com/upload/2017/11/03/FILE_201711031046463560.png,540마력,https://www.carisyou.com/car/5604/Spec
 2018 쉐보레 뉴 캡티바,11.8km/ℓ,디젤,중형,SUV,FF,3294,http://file.carisyou.com/upload/2018/09/19/FILE_201809191118446220.png,170마력,https://www.carisyou.com/car/5602/Spec
 2018 재규어 XF(2세대),8.3 ~ 14.2km/ℓ,"가솔린,디젤",중형,"세단,왜건외형전체>",FR,1180,http://file.carisyou.com/upload/2018/08/17/FILE_201808170444357850.png,180마력,https://www.carisyou.com/car/5601/Spec
 2018 맥라렌 570S,9.3km/ℓ,가솔린,중형,컨버터블,MR,27900,http://file.carisyou.com/newcar/color/5115_mclaren_570s2016_100.png,570마력,https://www.carisyou.com/car/5599/Spec
 2018 포르쉐 718 박스터(3세대),8.9 ~ 9.4km/ℓ,가솔린,준중형,컨버터블,MR,11240,http://file.carisyou.com/upload/2017/10/20/FILE_201710201110336690.png,300마력,https://www.carisyou.com/car/5597/Spec
 2018 포르쉐 718 카이맨(2세대),8.9 ~ 9.4km/ℓ,가솔린,준중형,쿠페,MR,1780,http://file.carisyou.com/upload/2017/10/19/FILE_201710190627557050.png,300마력,https://www.carisyou.com/car/5596/Spec
 2018 제네시스 G80,8.5 ~ 13.8km/ℓ,"가솔린,디젤",준대형,세단,FR,7058,http://file.carisyou.com/upload/2017/10/16/FILE_201710161122296210.png,282마력,https://www.carisyou.com/car/5595/Spec
 2018 마세라티 기블리,7.4 ~ 11.1km/ℓ,"가솔린,디젤",준대형,세단,FR,14400,http://file.carisyou.com/upload/2017/10/12/FILE_201710120537281220.png,275마력,https://www.carisyou.com/car/5594/Spec
 2018 쉐보레 임팔라,9.2 ~ 10.5km/ℓ,가솔린,대형,세단,FF,4361,http://file.carisyou.com/upload/2018/09/19/FILE_201809191126373080.png,199마력,https://www.carisyou.com/car/5593/Spec
 2019 볼보 XC40,10.3km/ℓ,"가솔린,디젤",준중형,SUV,4WD,5080,http://file.carisyou.com/upload/2017/09/28/FILE_201709280535250690.png,190마력,https://www.carisyou.com/car/5592/Spec
 2011 페라리 599 GTB 피오라노,5.2km/ℓ,가솔린,중형,쿠페,FR,52000,http://file.carisyou.com/upload/2017/09/29/FILE_201709290229412970.png,620마력,https://www.carisyou.com/car/5591/Spec
 2008 기아 그랜드 카니발,6.8 ~ 13.0km/ℓ,"디젤,엘피지",대형,RV,FF,4360,http://file.carisyou.com/upload/2019/07/19/FILE_201907190416557010.png,192마력,https://www.carisyou.com/car/5590/Spec
 2007 기아 그랜드 카니발,6.8 ~ 12.5km/ℓ,"디젤,엘피지",대형,RV,FF,3245,http://file.carisyou.com/upload/2019/07/19/FILE_201907190416557010.png,170마력,https://www.carisyou.com/car/5589/Spec
 2017 제네시스 G70,9.0 ~ 15.2km/ℓ,"가솔린,디젤",준중형,세단,FR,5085,http://file.carisyou.com/upload/2017/09/15/FILE_201709150116324490.png,252마력,https://www.carisyou.com/car/5587/Spec
 2018 캐딜락 CT6,8.2 ~ 10.2km/ℓ,가솔린,대형,세단,FR,9493,http://file.carisyou.com/upload/2018/03/13/FILE_201803130348293470.png,269마력,https://www.carisyou.com/car/5586/Spec
 2018 인피니티 Q50,12.0km/ℓ,가솔린/하이브리드,중형,세단,FR,6210,http://file.carisyou.com/upload/2017/09/13/FILE_201709130749566520.png,306마력,https://www.carisyou.com/car/5585/Spec
 2018 렉서스 CT,17.0km/ℓ,가솔린/하이브리드,준중형,해치백,FF,4566,http://file.carisyou.com/upload/2017/09/12/FILE_201709120328282990.png,99마력,https://www.carisyou.com/car/5583/Spec
 2018 벤츠 GLA(1세대),9.4 ~ 11.2km/ℓ,가솔린,준중형,SUV,FF,7800,http://file.carisyou.com/upload/2017/09/12/FILE_201709121101181220.png,184마력,https://www.carisyou.com/car/5582/Spec
 2018 르노코리아 SM5 클래식,11.3km/ℓ,가솔린,중형,세단,FF,2155,http://file.carisyou.com/upload/2018/09/19/FILE_201809191030561210.png,141마력,https://www.carisyou.com/car/5581/Spec
 2018 BMW 5시리즈(7세대),10.2 ~ 14.0km/ℓ,"가솔린,디젤",중형,세단,FR,12220,http://file.carisyou.com/upload/2017/09/08/FILE_201709080627060280.png,190마력,https://www.carisyou.com/car/5580/Spec
 2017 노블클라쎄 카니발(YP),8.0 ~ 10.3km/ℓ,"가솔린,디젤",대형,RV,FF,12500,http://file.carisyou.com/upload/2017/09/07/FILE_201709070611248020.png,202마력,https://www.carisyou.com/car/5579/Spec
 2019 닛산 리프(2세대),5.1km/kwh,전기,준중형,해치백,2WD,4830,http://file.carisyou.com/upload/2017/09/06/FILE_201709060222474450.png,-마력,https://www.carisyou.com/car/5578/Spec
 2018 르노코리아 SM3 네오,13.3 ~ 13.8km/ℓ,"가솔린,디젤",준중형,세단,FF,2028,http://file.carisyou.com/upload/2018/09/19/FILE_201809191023199540.png,117마력,https://www.carisyou.com/car/5576/Spec
 2018 르노코리아 QM6,11.7 ~ 12.8km/ℓ,"가솔린,디젤",중형,SUV,FF,3505,http://file.carisyou.com/upload/2017/08/03/FILE_201708030352333250.png,144마력,https://www.carisyou.com/car/5575/Spec
 2019 포르쉐 카이엔(3세대),7.3km/ℓ,"가솔린,가솔린/하이브리드",중형,SUV,4WD,1660,http://file.carisyou.com/upload/2019/01/31/FILE_201901310248366390.png,440마력,https://www.carisyou.com/car/5573/Spec
 2018 BMW M5(6세대),8.1km/ℓ,가솔린,중형,세단,4WD,15430,http://file.carisyou.com/upload/2017/12/27/FILE_201712271132150310.png,608마력,https://www.carisyou.com/car/5571/Spec
 2018 페라리 포르토피노,8.1km/ℓ,가솔린,준중형,컨버터블,FR,29900,http://file.carisyou.com/upload/2018/08/30/FILE_201808301011246650.png,600마력,https://www.carisyou.com/car/5570/Spec
 2018 쉐보레 말리부(V400),10.8 ~ 17.1km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,FF,3310,http://file.carisyou.com/upload/2018/09/19/FILE_201809191120192040.png,166마력,https://www.carisyou.com/car/5569/Spec
 2017 벤츠 스프린터,"-
									
									
								
								
							
							
						",디젤,준중형,버스,FR,15400,http://file.carisyou.com/upload/2017/08/10/FILE_201708100509581780.png,190마력,https://www.carisyou.com/car/5568/Spec
 2017 BMW 6시리즈(3세대),12.8km/ℓ,디젤,준대형,세단,4WD,12590,http://file.carisyou.com/upload/2017/08/09/FILE_201708090157297220.png,313마력,https://www.carisyou.com/car/5567/Spec
 2017 시트로엥 C4 칵투스,17.5km/ℓ,디젤,소형,SUV,FF,2817,http://file.carisyou.com/upload/2017/08/07/FILE_201708071128059660.png,99마력,https://www.carisyou.com/car/5566/Spec
 2018 쉐보레 이쿼녹스,12.9 ~ 13.3km/ℓ,디젤,중형,SUV,FF,4182,http://file.carisyou.com/upload/2018/09/19/FILE_201809191129354140.png,136마력,https://www.carisyou.com/car/5563/Spec
 2018 롤스로이스 팬텀(8세대),5.8km/ℓ,가솔린,대형,세단,FR,74000,http://file.carisyou.com/upload/2017/07/31/FILE_201707311252562640.png,563마력,https://www.carisyou.com/car/5562/Spec
 2018 BMW M4(1세대),8.9 ~ 9.7km/ℓ,가솔린,준중형,"컨버터블,쿠페외형전체>",FR,14740,http://file.carisyou.com/upload/2017/07/28/FILE_201707280236465970.png,450마력,https://www.carisyou.com/car/5561/Spec
 2017 미니 미니 해치(3세대),11.9 ~ 19.4km/ℓ,"가솔린,디젤",소형,해치백,FF,4850,http://file.carisyou.com/upload/2017/07/26/FILE_201707260131391620.png,136마력,https://www.carisyou.com/car/5560/Spec
 2018 르노코리아 뉴 QM3,17.3km/ℓ,디젤,소형,SUV,FF,2523,http://file.carisyou.com/upload/2018/09/19/FILE_201809191036103070.png,90마력,https://www.carisyou.com/car/5559/Spec
 2018 기아 뉴 쏘렌토(UM),8.7 ~ 13.4km/ℓ,"가솔린,디젤",중형,SUV,FF,3635,http://file.carisyou.com/upload/2017/07/20/FILE_201707200135243130.png,186마력,https://www.carisyou.com/car/5557/Spec
 2017 BMW 3시리즈(6세대),11.2 ~ 16.8km/ℓ,"가솔린,가솔린/하이브리드,디젤",준중형,"세단,왜건외형전체>",FR,6030,http://file.carisyou.com/upload/2017/07/19/FILE_201707190424003790.png,163마력,https://www.carisyou.com/car/5556/Spec
 2017 현대 쏘나타 뉴 라이즈 플러그인(LF),17.1km/ℓ,가솔린/하이브리드,중형,세단,FF,4256,http://file.carisyou.com/upload/2017/07/18/FILE_201707181134444600.png,156마력,https://www.carisyou.com/car/5555/Spec
 2018 KGM 티볼리 아머,10.7 ~ 14.7km/ℓ,"가솔린,디젤",소형,SUV,FF,2580,http://file.carisyou.com/upload/2017/07/17/FILE_201707170351421830.png,126마력,https://www.carisyou.com/car/5554/Spec
 2018 쉐보레 스파크(M400),14.3 ~ 15.4km/ℓ,가솔린,경형,해치백,FF,1559,http://file.carisyou.com/upload/2017/07/17/FILE_201707170219007320.png,75마력,https://www.carisyou.com/car/5553/Spec
 2020 아우디 A8(4세대),7.7 ~ 11.3km/ℓ,"가솔린,디젤",대형,세단,4WD,19052,http://file.carisyou.com/upload/2017/07/18/FILE_201707180328466750.png,286마력,https://www.carisyou.com/car/5552/Spec
 2018 재규어 E-페이스,9.0km/ℓ,"가솔린,디젤",준중형,SUV,4WD,6960,http://file.carisyou.com/upload/2018/04/16/FILE_201804160318133380.png,180마력,https://www.carisyou.com/car/5551/Spec
 2018 볼보 XC60(2세대),9.4 ~ 13.3km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,SUV,4WD,8320,http://file.carisyou.com/upload/2017/07/18/FILE_201707180542150230.png,254마력,https://www.carisyou.com/car/5549/Spec
 2018 벤츠 마이바흐 S클래스(6세대),8.1km/ℓ,가솔린,대형,세단,4WD,24110,http://file.carisyou.com/upload/2017/07/11/FILE_201707110516422130.png,469마력,https://www.carisyou.com/car/5548/Spec
 2018 벤츠 S클래스(6세대),7.8 ~ 13.0km/ℓ,"가솔린,가솔린/하이브리드,디젤",대형,세단,4WD,24780,http://file.carisyou.com/upload/2017/07/11/FILE_201707110503067150.png,340마력,https://www.carisyou.com/car/5546/Spec
 2017 벤틀리 플라잉스퍼(2세대),6.7 ~ 7.4km/ℓ,가솔린,대형,세단,4WD,25700,http://file.carisyou.com/newcar/color/4884_bentley_newflyingspur2014_100.png,528마력,https://www.carisyou.com/car/5545/Spec
 2018 렉서스 NX,9.3 ~ 12.0km/ℓ,"가솔린,가솔린/하이브리드",준중형,SUV,4WD,6570,http://file.carisyou.com/upload/2017/07/04/FILE_201707040236394250.png,238마력,https://www.carisyou.com/car/5543/Spec
 2018 BMW 6시리즈 그란 투리스모(4세대),9.2 ~ 11.4km/ℓ,"가솔린,디젤",대형,해치백,FR,160,http://file.carisyou.com/upload/2017/07/03/FILE_201707030548402040.png,258마력,https://www.carisyou.com/car/5542/Spec
 2014 르노코리아 뉴 SM3 Z.E.,4.4km/kwh,전기,준중형,세단,2WD,4090,http://file.carisyou.com/newcar/color/5312_renaultsamsung_sm3ze2016_100.png,-마력,https://www.carisyou.com/car/5541/Spec
 2015 르노코리아 SM3 네오 Z.E.,4.4km/kwh,전기,준중형,세단,2WD,4090,http://file.carisyou.com/newcar/color/5312_renaultsamsung_sm3ze2016_100.png,-마력,https://www.carisyou.com/car/5540/Spec
 2018 BMW X3(3세대),11.3 ~ 12.1km/ℓ,"가솔린,디젤",준중형,SUV,4WD,8420,http://file.carisyou.com/upload/2017/06/28/FILE_201706280458118670.png,360마력,https://www.carisyou.com/car/5539/Spec
 2017 기아 스토닉,12.6 ~ 17.0km/ℓ,"가솔린,디젤",소형,SUV,FF,2224,http://file.carisyou.com/upload/2017/06/28/FILE_201706280551587610.png,100마력,https://www.carisyou.com/car/5538/Spec
 2017 르노코리아 트위지,7.9km/kwh,전기,경형,해치백,2WD,1550,http://file.carisyou.com/upload/2018/09/19/FILE_201809191037524930.png,-마력,https://www.carisyou.com/car/5537/Spec
 2017 지프 랭글러(3세대),6.6 ~ 7.6km/ℓ,가솔린,"준중형,중형",SUV,4WD,5390,http://file.carisyou.com/upload/2017/06/20/FILE_201706200610294370.png,284마력,https://www.carisyou.com/car/5536/Spec
 2015 기아 뉴 쏘울 EV,5.0km/kwh,전기,준중형,RV,2WD,4250,http://file.carisyou.com/newcar/color/5341_kia_soulev2017_100.png,-마력,https://www.carisyou.com/car/5535/Spec
 2017 BMW X4(1세대),13.5km/ℓ,디젤,준중형,SUV,4WD,7170,http://file.carisyou.com/upload/2017/06/14/FILE_201706140324159670.png,190마력,https://www.carisyou.com/car/5534/Spec
 2017 BMW X3(2세대),14.1km/ℓ,디젤,준중형,SUV,4WD,6870,http://file.carisyou.com/upload/2017/06/14/FILE_201706140240213620.png,190마력,https://www.carisyou.com/car/5533/Spec
 2017 마세라티 기블리,7.4 ~ 11.1km/ℓ,"가솔린,디젤",준대형,세단,FR,13990,http://file.carisyou.com/upload/2017/06/12/FILE_201706120611334900.png,275마력,https://www.carisyou.com/car/5532/Spec
 2018 쉐보레 뉴 트랙스,11.8 ~ 14.6km/ℓ,"가솔린,디젤",소형,SUV,FF,2559,http://file.carisyou.com/upload/2017/06/19/FILE_201706190224433050.png,140마력,https://www.carisyou.com/car/5531/Spec
 2017 현대 코나,11.0 ~ 16.8km/ℓ,"가솔린,디젤",소형,SUV,FF,2906,http://file.carisyou.com/upload/2017/06/27/FILE_201706270411049830.png,177마력,https://www.carisyou.com/car/5530/Spec
 2017 벤츠 CLS(2세대),7.0 ~ 14.3km/ℓ,"가솔린,디젤",준대형,세단,4WD,17100,http://file.carisyou.com/upload/2017/06/07/FILE_201706070142164530.png,204마력,https://www.carisyou.com/car/5529/Spec
 2017 벤츠 GLS(2세대),6.7km/ℓ,가솔린,대형,SUV,4WD,14910,http://file.carisyou.com/newcar/color/5154_benz_gls-class2016_100.png,455마력,https://www.carisyou.com/car/5528/Spec
 2017 푸조 308(2세대),13.7 ~ 16.2km/ℓ,디젤,준중형,"왜건,해치백외형전체>",FF,4190,http://file.carisyou.com/upload/2017/05/22/FILE_201705221021490430.png,120마력,https://www.carisyou.com/car/5525/Spec
 2017 롤스로이스 레이스,6.3km/ℓ,가솔린,대형,쿠페,FR,65800,http://file.carisyou.com/upload/2017/05/19/FILE_201705190554323760.png,624마력,https://www.carisyou.com/car/5524/Spec
 2017 롤스로이스 고스트 시리즈2,5.7 ~ 6.3km/ℓ,가솔린,대형,세단,FR,56000,http://file.carisyou.com/upload/2017/05/19/FILE_201705190459237540.png,563마력,https://www.carisyou.com/car/5523/Spec
 2017 현대 엑센트(RB),13.1 ~ 18.2km/ℓ,"가솔린,디젤",소형,"세단,해치백외형전체>",FF,1949,http://file.carisyou.com/upload/2017/05/19/FILE_201705190254160340.png,100마력,https://www.carisyou.com/car/5522/Spec
 2018 기아 뉴 K3,11.8 ~ 18.4km/ℓ,"가솔린,디젤",준중형,"세단,해치백외형전체>",FF,2200,http://file.carisyou.com/upload/2017/05/18/FILE_201705180618524310.png,132마력,https://www.carisyou.com/car/5521/Spec
 2017 현대 쏘나타 뉴 라이즈 하이브리드(LF),17.4 ~ 18.0km/ℓ,가솔린/하이브리드,중형,세단,FF,3358,http://file.carisyou.com/upload/2017/05/18/FILE_201705180450347900.png,156마력,https://www.carisyou.com/car/5520/Spec
 2018 기아 니로,19.5km/ℓ,가솔린/하이브리드,소형,SUV,FF,2749,http://file.carisyou.com/upload/2017/05/15/FILE_201705150504381370.png,105마력,https://www.carisyou.com/car/5519/Spec
 2018 기아 니로 플러그인 하이브리드,18.6km/ℓ,가솔린/하이브리드,소형,SUV,FF,3468,http://file.carisyou.com/upload/2017/05/15/FILE_201705150522092890.png,105마력,https://www.carisyou.com/car/5518/Spec
 2017 지프 레니게이드,10.0 ~ 11.6km/ℓ,"가솔린,디젤",소형,SUV,FF,4240,http://file.carisyou.com/upload/2017/05/15/FILE_201705150258430920.png,175마력,https://www.carisyou.com/car/5517/Spec
 2018 기아 뉴 K9,7.2 ~ 8.7km/ℓ,가솔린,대형,세단,FR,8660,http://file.carisyou.com/upload/2017/05/10/FILE_201705100323493580.png,300마력,https://www.carisyou.com/car/5516/Spec
 2018 기아 뉴 쏘울 EV,5.2km/kwh,전기,준중형,RV,2WD,4280,http://file.carisyou.com/upload/2017/05/10/FILE_201705100414447820.png,-마력,https://www.carisyou.com/car/5512/Spec
 2017 현대 뉴 i40,10.4 ~ 16.1km/ℓ,"가솔린,디젤",중형,"세단,왜건외형전체>",FF,2930,http://file.carisyou.com/upload/2017/04/27/FILE_201704270115172440.png,166마력,https://www.carisyou.com/car/5510/Spec
 2017 시트로엥 DS3,16.5 ~ 17.0km/ℓ,디젤,소형,"컨버터블,해치백외형전체>",FF,3611,http://file.carisyou.com/upload/2017/04/25/FILE_201704250256368500.png,99마력,https://www.carisyou.com/car/5509/Spec
 2018 현대 코나,"-
									
									
								
								
							
							
						",,소형,SUV,-,2000,,-마력,https://www.carisyou.com/car/5508/Spec
 2017 현대 뉴 i30(PD),11.6 ~ 17.3km/ℓ,"가솔린,디젤",준중형,해치백,FF,2444,http://file.carisyou.com/upload/2018/09/19/FILE_201809191120516660.png,140마력,https://www.carisyou.com/car/5506/Spec
 2017 현대 뉴 투싼,11.2 ~ 15.0km/ℓ,"가솔린,디젤",준중형,SUV,FF,3088,http://file.carisyou.com/newcar/color/5236_hyundai_newtucson2016_100.png,177마력,https://www.carisyou.com/car/5505/Spec
 2017 제네시스 EQ900,7.2 ~ 8.7km/ℓ,가솔린,대형,"리무진,세단외형전체>",FR,15118,http://file.carisyou.com/newcar/color/5177_genesis_eq9002016_100.png,315마력,https://www.carisyou.com/car/5504/Spec
 2018 기아 뉴 스포티지(QL),10.4 ~ 15.0km/ℓ,"가솔린,디젤",준중형,SUV,FF,3058,http://file.carisyou.com/newcar/color/5342_kia_newsportage2017_0.png,152마력,https://www.carisyou.com/car/5503/Spec
 2018 기아 뉴 K5(JF),9.4 ~ 16.1km/ℓ,"가솔린,디젤,엘피지",중형,세단,FF,3295,http://file.carisyou.com/upload/2017/04/10/FILE_201704101120181090.png,168마력,https://www.carisyou.com/car/5502/Spec
 2018 기아 뉴 모하비,9.8 ~ 10.3km/ℓ,디젤,준대형,SUV,FR,4761,http://file.carisyou.com/newcar/color/5213_kia_newmohave2016_100.png,260마력,https://www.carisyou.com/car/5501/Spec
 2017 토요타 프리우스 프라임(4세대),21.4km/ℓ,가솔린/하이브리드,준중형,해치백,FF,4770,http://file.carisyou.com/upload/2017/04/05/FILE_201704050402355580.png,98마력,https://www.carisyou.com/car/5500/Spec
 2017 인피니티 Q30,11.1km/ℓ,가솔린,준중형,해치백,FF,4390,http://file.carisyou.com/newcar/color/5122_infiniti_q302016_100.png,211마력,https://www.carisyou.com/car/5499/Spec
 2018 기아 카니발(YP),7.6 ~ 11.5km/ℓ,"가솔린,디젤",대형,RV,FF,5943,http://file.carisyou.com/newcar/color/5300_kia_newcarnival2017_0.png,202마력,https://www.carisyou.com/car/5497/Spec
 2017 노블클라쎄 EQ900L,7.2km/ℓ,가솔린,대형,리무진,4WD,18370,http://file.carisyou.com/upload/2017/04/12/FILE_201704120710303260.png,425마력,https://www.carisyou.com/car/5496/Spec
